Property Type,Property Subtype,Region,City,CP,Agency Name,Agency Email,Agency Phone,Type de vente,Price,Nombre de façades,Nombre de chambres,Nombre de salles de bain,Nombre de douches,Nombre de toilettes,Nombre de pièces,Nombre de parking intérieurs,Nombre de parking extérieurs,Type de cuisine,État du bâtiment,Surface habitable,Surface jardin,Surface totale,Basement,Dressing,Dining Room,Meublé,Cheminée,Balcon,Terrasse,Jardin,Piscine
HOUSE,HOUSE,Flandres,Antwerpen Merksem,2170,Hans Vastgoed,storage7421_176@importfrommedia.be,+32 3 366 05 30,BUY_REGULAR,189000,2,2,1,1,1,,,,INSTALLED,TO_BE_DONE_UP,100,50,110,0,0,0,0,0,0,0,1,0
HOUSE,APARTMENT_BLOCK,Wallonie,Vise,4600,WAUCOMONT srl : Visé – Barchon,info@waucomont.be,+32 4 287 32 82,BUY_REGULAR,500000,2,6,2,2,4,,3,4,INSTALLED,,250,,371,0,0,0,0,0,0,0,0,0
HOUSE,VILLA,Wallonie,Louveigné,4141,Estate & Value,Z48319@secure.fortissimmo.net,+32 87 21 00 00,BUY_REGULAR,558100,,4,2,0,,18,1,,NOT_INSTALLED,,175,,1647,0,1,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Gesves,5340,Thomas & Piron, tphome@omniwebsites.be,+32 61 53 12 16,BUY_REGULAR,392000,3,3,1,1,3,,,,,,175,,11,0,0,0,0,1,0,0,1,0
HOUSE,HOUSE,Flandres,Ingelmunster,8770,Vastgoed Norman,vastgoednorman@contactme.skarabee.com,+32 56 25 26 19,BUY_REGULAR,137500,2,4,1,0,1,1,,,,TO_RENOVATE,220,,333,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Bilzen,3740,ELLIMMO VASTGOED,ellen@ellimmo.be,+32 476 20 35 69,BUY_REGULAR,255000,,2,1,0,1,,,,INSTALLED,,110,,,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Sprimont,4141,SCHMIDTIMMO,immobiliereschmidtwallonie@importfrommedia.be,+32 4 246 00 00,BUY_REGULAR,435000,4,4,1,0,,,4,8,SEMI_EQUIPPED,GOOD,232,,1458,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Athus,6791,Double V Immobilière,wimmobiliere@omniwebsites.be,+32 63 22 72 77,BUY_REGULAR,250000,,2,1,0,1,,1,,INSTALLED,GOOD,92,,,1,0,0,0,1,0,0,0,0
APARTMENT,APARTMENT,Flandres,Antwerpen,2170,Wolf Vastgoed,wolfvastgoed@contactme.skarabee.com,+32 3 435 97 70,BUY_REGULAR,495000,2,2,1,0,1,1,1,,,GOOD,82,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Herstal,4040,GROUP SKYIMMO,demande@skyimmo.be,+32 4 250 02 61,BUY_REGULAR,219000,3,3,1,1,1,,1,,INSTALLED,GOOD,145,60,205,1,0,1,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Limal,1300,,,,BUY_REGULAR,399000,3,4,1,2,3,12,,4,INSTALLED,AS_NEW,170,1514,1614,0,1,1,0,1,0,1,1,0
APARTMENT,APARTMENT,Flandres,Hoboken,2660,Chase,chasevastgoed@omniwebsites.be,+32 3 740 03 90,BUY_REGULAR,175000,3,1,1,0,1,,,,INSTALLED,TO_BE_DONE_UP,70,150,,0,0,0,0,1,0,0,1,0
APARTMENT,APARTMENT,Wallonie,Boncelles,4100,CD CONSULT,cdconsult_esneux@importfrommedia.be,+32 4 222 21 21,BUY_REGULAR,438000,2,3,2,0,2,,1,,,AS_NEW,121,,,1,0,1,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Hermalle-sous-Argenteau (Centre),4681,WOLFS L’Immobilière : Haccourt-Liège-Maastricht,wolfslim_haccourt@importfrommedia.be,+32 4 374 86 86,BUY_REGULAR,325000,2,3,1,1,3,,2,1,USA_INSTALLED,AS_NEW,169,,709,1,0,0,0,0,0,0,0,0
HOUSE,APARTMENT_BLOCK,Flandres,Gand,9052,De Scheldegalm,descheld_depinte@importfrommedia.be,+32 9 282 61 07,BUY_REGULAR,750000,3,7,3,0,,,3,,,TO_BE_DONE_UP,,,672,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Molenbeek-Saint-Jean,1080,Slice,argayon_gembloux@importfrommedia.be,+32 2 793 03 83,BUY_REGULAR,165000,3,1,1,0,1,,,,INSTALLED,GOOD,70,,,1,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Grammont,9500,Living Stone Ninove,pajota_ninove@importfrommedia.be,+32 54 30 05 00,BUY_REGULAR,350000,3,3,1,0,2,,1,3,INSTALLED,GOOD,160,,778,1,0,1,0,0,0,1,0,0
APARTMENT,DUPLEX,Wallonie,Waremme,4300,L'Immobilière de Marneffe,redemarneffesprl_657@importfrommedia.be,+32 19 77 05 00,BUY_REGULAR,350000,2,3,1,1,2,,,1,USA_INSTALLED,AS_NEW,120,,,1,0,1,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Oostende,8400,Agence Dermul,Z8781@secure.fortissimmo.net,+32 59 55 10 50,BUY_REGULAR,870000,,3,2,0,2,13,,,HYPER_EQUIPPED,GOOD,160,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Colfontaine,7340,FRAMIMMO,presse@fram-immo.be,,BUY_REGULAR,89000,3,4,2,0,1,,1,,INSTALLED,,200,,250,1,0,1,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Herselt,2230,Jansen Real Estate BV,jansenre_zonhoven@importfrommedia.be,+32 11 39 90 50,BUY_REGULAR,325695,2,2,1,0,,,,,HYPER_EQUIPPED,AS_NEW,101,,,0,0,0,0,0,0,1,0,0
APARTMENT,PENTHOUSE,Bruxelles,Anderlecht,1070,Prestige Consultor Immobilier,prestigeconsultor_anderlecht@importfrommedia.be,,BUY_REGULAR,370000,,3,2,0,,,,1,HYPER_EQUIPPED,GOOD,158,,,1,0,1,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Colfontaine,7340,Morganimmo,storage3425_199@importfrommedia.be,,BUY_REGULAR,280000,3,6,1,1,2,,1,3,INSTALLED,GOOD,211,600,1129,1,0,1,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,DEURNE,2100,Meiboom Vastgoed,meiboom@omniwebsites.be,+32 3 321 58 00,BUY_REGULAR,289000,2,2,1,0,1,,,,INSTALLED,,78,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Lummen,3560,Era Nobis - Herk-de-Stad,nobis@era.be,+32 11 35 14 00,BUY_REGULAR,370000,4,2,1,0,,,,,HYPER_EQUIPPED,,122,,,1,0,1,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Antwerpen Berchem,2600,Immobib,immobib_antwerpen@importfrommedia.be,+32 3 230 59 39,BUY_REGULAR,164900,2,1,1,1,1,,,,INSTALLED,AS_NEW,59,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Astene,9800,Landbergh,199809@secure.fortissimmo.net,+32 9 225 25 24,BUY_REGULAR,556000,,2,1,0,1,8,,,INSTALLED,,102,,,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Fléron,4621,Groupe Cadimmo Trooz-Liège-Sprimont,cadimmo_trooz@importfrommedia.be,+32 4 275 55 51,BUY_REGULAR,249000,3,2,1,1,2,,1,1,INSTALLED,TO_BE_DONE_UP,130,450,750,1,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Châtelineau,6200,We Invest Charleroi,storage4563_800@importfrommedia.be,+32 71 15 87 87,BUY_REGULAR,260000,2,3,1,0,2,,2,,INSTALLED,GOOD,155,226,391,1,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Flandres,Dilbeek,1700,Living Stone Dilbeek,pajota_dilbeek@importfrommedia.be,+32 2 466 05 75,BUY_REGULAR,365000,2,4,1,0,2,,,,SEMI_EQUIPPED,GOOD,142,,170,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Broechem,2520,VB Partners Immobiliën,201383@secure.fortissimmo.net,+32 3 337 50 70,BUY_REGULAR,635000,,4,1,0,,14,1,,SEMI_EQUIPPED,TO_RENOVATE,244,,3280,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Binche,7134,Immobilière Gebbia,storage3344_288@importfrommedia.be,+32 64 55 67 50,BUY_REGULAR,210000,3,4,1,0,1,,1,1,INSTALLED,GOOD,,,0,1,0,0,0,0,0,1,0,0
HOUSE,TOWN_HOUSE,Flandres,Dilbeek,1700,,,,BUY_REGULAR,564000,2,3,1,1,3,,1,1,HYPER_EQUIPPED,AS_NEW,240,280,380,1,1,1,0,0,0,1,1,0
APARTMENT,APARTMENT,Bruxelles,Bruxelles ville,1000,Immo ID,brussel.immoid@omniwebsites.be,+32 2 231 13 54,BUY_REGULAR,437000,,2,2,0,2,,1,,SEMI_EQUIPPED,TO_BE_DONE_UP,105,,,1,0,0,0,1,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Forest,1190,Viabilis Immo,goodside_bruxelles@importfrommedia.be ,+32 2 646 50 00,BUY_REGULAR,295000,2,2,1,1,1,,,,USA_HYPER_EQUIPPED,GOOD,80,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Knokke-Heist,8300,Cambier - De Nil,cambierdenil@importfrommedia.be,+32 50 60 10 20,BUY_REGULAR,1245000,2,3,2,2,2,4,,,USA_HYPER_EQUIPPED,AS_NEW,83,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Beveren,9120,Century 21 Locus,storage4628_444@importfrommedia.be,,BUY_REGULAR,255000,2,2,1,0,1,,1,1,INSTALLED,GOOD,101,,,0,0,0,0,0,0,1,0,0
HOUSE,MANSION,Wallonie,Liege,4020,JNP Real Estate,storage8474_459@importfrommedia.be,,BUY_REGULAR,525000,2,10,4,3,4,,1,1,SEMI_EQUIPPED,GOOD,360,52,208,1,0,1,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Soumagne,4630,Nigel Immo,nigelimmo_oupeye_136@importfrommedia.be,+32 4 264 38 04,BUY_REGULAR,379000,4,3,1,1,1,,1,2,INSTALLED,AS_NEW,130,400,730,0,0,1,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,Zaventem Sint-Stevens-Woluwe,1932,MAK Real Estate,mak@importfrommedia.be,+32 2 307 01 00,BUY_REGULAR,175000,2,1,1,0,1,,,,SEMI_EQUIPPED,TO_BE_DONE_UP,55,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Oostende,8400,Immo Blauw,Z48280@secure.fortissimmo.net,,BUY_REGULAR,199000,,1,1,0,1,7,1,,,,69,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Woluwe-Saint-Lambert,1200,Expertissimmo,expertissimmo_bruxelles@importfrommedia.be,+32 2 736 67 92,BUY_REGULAR,399000,2,2,1,1,2,,,,,GOOD,129,,,1,0,1,0,0,0,1,0,0
APARTMENT,DUPLEX,Flandres,Alost,9310,Immo De Ras,immowebimmoderas@importfrommedia.be,+32 53 60 65 60,BUY_REGULAR,270000,2,3,2,0,2,,1,1,USA_HYPER_EQUIPPED,AS_NEW,115,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,SINT-AMANDSBERG,9040,Cannoodt,info@cannoodt.be,+32 9 228 99 89,BUY_REGULAR,199000,,4,,1,1,,,,INSTALLED,TO_RENOVATE,,,60,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Jalhay,4845,We Invest Ourthe-Amblève,storage4563_988@importfrommedia.be,,BUY_REGULAR,530000,4,5,2,1,2,,1,3,INSTALLED,GOOD,158,1158,1369,1,0,0,0,0,0,1,1,1
APARTMENT,APARTMENT,Wallonie,Mons,7000,We Invest Mons,storage4563_mons_331@importfrommedia.be,+32 65 98 16 07,BUY_REGULAR,295000,2,3,1,0,1,,,2,,GOOD,100,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Ninove,9400,Vastgoed Svena,svena-szJG1htd@omniwebsites.be,+32 54 25 08 16,BUY_REGULAR,350000,3,3,1,0,2,,,,INSTALLED,AS_NEW,191,,910,1,0,0,0,1,0,0,0,0
HOUSE,HOUSE,Flandres,Heusden-Zolder,3550,Swevers Real Estate,swevers@contactme.skarabee.com,+32 11 25 51 55,BUY_REGULAR,350000,3,3,1,0,1,1,1,4,,GOOD,149,405,863,1,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Flandres,Borgerhout,2140,Janssen en Janssen,janssenenjanssen@omniwebsites.be,+32 3 663 44 44,BUY_REGULAR,197500,,3,1,0,1,,,,INSTALLED,GOOD,110,,,1,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Flandres,Kraainem,1950,Sorimo  - Bruxelles,sorimo_bruxelles@importfrommedia.be,+32 2 772 80 20,BUY_REGULAR,399000,2,4,1,0,2,,,,INSTALLED,TO_BE_DONE_UP,176,21,150,0,0,1,0,0,0,1,1,0
APARTMENT,GROUND_FLOOR,Bruxelles,Evere,1140,Skyline Renting Services,skyliner_auderghem@importfrommedia.be,+32 2 679 00 07,BUY_REGULAR,270000,2,1,1,0,1,,200,1,USA_HYPER_EQUIPPED,AS_NEW,70,,,1,0,0,1,0,0,1,0,0
HOUSE,HOUSE,Flandres,Hamme,9220,Woonvast,woonvast@contactme.skarabee.com,+32 3 232 31 40,BUY_REGULAR,320000,3,3,1,0,2,1,,,,GOOD,160,,350,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Saint-Léger Châtillon,6747,Juliet Immo Belgique,storage6775_817@importfrommedia.be,,BUY_REGULAR,480000,4,4,1,1,2,,1,3,INSTALLED,GOOD,175,1300,1415,1,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Flandres,Deurne,2100,Coprimmo Immobiliën,coprimmo@omniwebsites.be,+32 3 449 49 77,BUY_REGULAR,369000,2,4,2,0,2,,,,INSTALLED,GOOD,179,80,194,1,0,0,0,1,0,1,1,0
APARTMENT,APARTMENT,Flandres,Destelbergen,9070,Axel Lenaerts Makelaars Destelbergen,axellenaertsdestelbergen@omniwebsites.be,+32 9 219 08 77,BUY_REGULAR,869000,3,2,1,0,2,,1,2,HYPER_EQUIPPED,,144,,,1,0,0,0,1,0,1,0,0
HOUSE,APARTMENT_BLOCK,Wallonie,Soignies,7060,Habitat Haute Senne,habitathautesenne@gmail.com,,BUY_REGULAR,320000,4,4,2,0,2,,2,4,,,230,,574,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Middelkerke,8430,Dewaele-woonvastgoed Middelkerke,middelkerke@dewaele.com,+32 59 50 60 50,BUY_REGULAR,375000,2,2,1,0,1,,,,INSTALLED,TO_BE_DONE_UP,84,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Nazareth,9810,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,387500,2,3,1,0,2,,1,,INSTALLED,AS_NEW,183,,306,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Musson,6750,Groupe Arcade,groupearcade_arlon@importfrommedia.be,+32 63 42 42 78,BUY_REGULAR,179000,2,4,1,1,1,,1,1,NOT_INSTALLED,TO_RENOVATE,194,210,0,1,0,1,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,Anvers,2020,Coprimmo Immobiliën,coprimmo@omniwebsites.be,+32 3 449 49 77,BUY_REGULAR,309000,2,3,1,0,1,,,,INSTALLED,JUST_RENOVATED,101,,,1,0,0,0,1,0,0,0,0
HOUSE,HOUSE,Wallonie,Charleroi Montignies-sur-Sambre,6061,Delfimmo,delfimmo_772@importfrommedia.be,,BUY_REGULAR,130000,3,2,1,1,2,,,1,SEMI_EQUIPPED,GOOD,160,,119,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Meerhout,2450,Sublimmo,info-meerhout@sublimmo.be,+32 14 84 83 69,BUY_REGULAR,229000,,3,1,0,,12,1,,,,140,,536,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Kalmthout,2920,Dewaele-woonvastgoed Kalmthout,kalmthout@dewaele.com,+32 3 666 99 73,BUY_REGULAR,439000,4,4,2,0,2,,,2,INSTALLED,AS_NEW,176,,380,0,0,0,0,0,0,1,0,0
HOUSE,TOWN_HOUSE,Flandres,Blankenberge,8370,Immo Francois,contact@immofrancois.be,+32 50 94 69 47,BUY_REGULAR,375000,,4,1,0,1,5,,,,GOOD,172,,202,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Wingene,8750,Vastgoed Wanneyn,vastgoedwanneyn@contactme.skarabee.com,+32 50 70 34 35,BUY_REGULAR,210000,4,3,,0,,1,,3,,TO_RENOVATE,158,,545,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Brugge,8000,ISTOIR,Z10174@secure.fortissimmo.net,+32 9 240 80 10,BUY_REGULAR,1390000,,2,1,0,1,5,,,,,,5000,,0,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Wallonie,Fléron Romsée,4624,Sciara Immo,immobilieresciara@importfrommedia.be,+32 4 366 00 26,BUY_REGULAR,249500,3,2,1,1,1,,,,INSTALLED,JUST_RENOVATED,126,,,0,0,0,0,0,0,1,0,0
HOUSE,VILLA,,monforte del cid,03670,My 2nd Place,myplacer_my2ndplace@importfrommedia.be,,BUY_REGULAR,285000,4,3,2,0,3,,1,1,SEMI_EQUIPPED,AS_NEW,,,0,0,0,0,0,0,0,1,0,1
APARTMENT,APARTMENT,Bruxelles,Bruxelles,1000,City Global,cityglobal@apilead.net,,BUY_REGULAR,229000,,2,1,0,1,7,,,,TO_BE_DONE_UP,84,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Arlon,6700,Double V Immobilière,wimmobiliere@omniwebsites.be,+32 63 22 72 77,BUY_REGULAR,350000,,2,1,0,1,,1,,INSTALLED,,92,,,1,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Flandres,Gent,9051,Vastgoed Poppe,info@vastgoedpoppe.be,,BUY_REGULAR,495000,4,4,2,2,2,4,,,INSTALLED,TO_BE_DONE_UP,200,260,540,1,1,1,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Huy,4500,C. Roufosse Affaires Immobilières,roufousse-kfaah9@omniwebsites.be,+32 4 234 21 10,BUY_REGULAR,235000,4,3,,1,2,,,,SEMI_EQUIPPED,TO_BE_DONE_UP,170,235,593,1,0,1,0,1,0,1,1,0
HOUSE,HOUSE,Wallonie,Leuze-en-Hainaut,7900,Yelo Immo,Z41063@secure.fortissimmo.net,+32 68 33 30 53,BUY_REGULAR,120000,,2,1,0,,15,,,SEMI_EQUIPPED,TO_RENOVATE,,,0,1,0,1,0,0,0,0,0,0
HOUSE,VILLA,Flandres,Bruges,8310,IMMAX BRUGGE,storage4588_748@importfrommedia.be,+32 50 62 44 14,BUY_REGULAR,595000,4,5,1,0,,,1,2,SEMI_EQUIPPED,TO_RENOVATE,251,,1226,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Schaerbeek,1030,Sorimo  - Bruxelles,sorimo_bruxelles@importfrommedia.be,+32 2 772 80 20,BUY_REGULAR,385000,3,3,1,0,2,,1,,INSTALLED,AS_NEW,137,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Oostende,8400,Agence Dermul,Z8781@secure.fortissimmo.net,+32 59 55 10 50,BUY_REGULAR,185000,,2,1,0,,8,1,,,TO_BE_DONE_UP,74,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Uccle,1180,KEY Real Estate.,info@keyrealestate.be,+32 2 384 64 49,BUY_REGULAR,450000,3,3,2,0,2,,1,,HYPER_EQUIPPED,GOOD,118,,,1,0,0,0,0,0,1,0,0
HOUSE,APARTMENT_BLOCK,Wallonie,Grâce-Hollogne,4460,Immobilière Renato Mammo sprl,renatomammo@omniwebsites.be,+32 4 371 59 00,BUY_REGULAR,295000,2,3,1,0,3,,,,,,323,,0,1,0,1,0,0,0,1,0,0
HOUSE,COUNTRY_COTTAGE,Flandres,Stekene,9190,Engel & Völkers Antwerpen Zuid,antwerpenzuid@engelvoelkers.com,+32 3 303 43 30,BUY_REGULAR,845000,4,3,2,0,,,2,4,INSTALLED,GOOD,180,,1853,0,1,0,0,1,0,0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,Flandres,Brugge,8000,Immo la clé,info@immolacle.be,+32 50 39 39 36,BUY_REGULAR,545000,,3,,0,,,,,HYPER_EQUIPPED,GOOD,,,410,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Braine-l'Alleud,1420,YAKimmo,erika@yakimmo.be,+32 2 355 17 51,BUY_REGULAR,240000,2,2,1,0,1,,1,,INSTALLED,GOOD,67,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,LOKEREN,9160,Verdegem Vastgoed Lokeren,info@verdegemvastgoed.be,+32 9 349 29 50,BUY_REGULAR,139000,2,2,1,0,,,,,,GOOD,80,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Sint-Lambrechts-Woluwe,1200,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,399000,,2,2,1,2,,,1,USA_HYPER_EQUIPPED,AS_NEW,95,69,,1,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Wallonie,Alleur,4432,We Invest Liège,storage4563_506@importfrommedia.be,+32 4 277 00 07,BUY_REGULAR,294000,3,2,1,0,2,,,2,,AS_NEW,131,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Seraing,4100,Infinity Immo,infinityimmo_438@importfrommedia.be,,BUY_REGULAR,189500,2,1,1,1,1,,,,INSTALLED,GOOD,70,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Braine-l'Alleud,1420,Estate Immo,info@estate-immo.be,,BUY_REGULAR,249000,3,2,1,0,1,,1,,INSTALLED,AS_NEW,90,,,1,0,0,0,0,0,1,0,0
HOUSE,VILLA,Wallonie,Flobecq,7880,IMMO BEGUIN,info@immobeguin.be,,BUY_REGULAR,395000,4,3,1,0,2,,1,,INSTALLED,GOOD,215,,1160,1,0,0,0,1,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Berchem-Sainte-Agathe,1082,By the Way,storage5286_951@importfrommedia.be,+32 2 648 01 20,BUY_REGULAR,175873,2,2,1,1,1,,1,39,NOT_INSTALLED,TO_BE_DONE_UP,75,,,1,0,0,0,0,0,1,0,0
HOUSE,MIXED_USE_BUILDING,Flandres,Anvers,2060,Provas,provas_antwerpen@importfrommedia.be,+32 3 237 48 00,BUY_REGULAR,339000,2,0,,0,,,,,,TO_RENOVATE,200,,70,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Colfontaine Wasmes,7340,Team Construct,storage9512_452@importfrommedia.be,+32 2 556 47 56,BUY_REGULAR,306227,4,3,1,0,2,,1,,,AS_NEW,147,,823,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Gingelom,3890,Swevers Real Estate,swevers@contactme.skarabee.com,+32 11 25 51 55,BUY_REGULAR,420000,4,3,,0,2,1,1,8,,GOOD,270,2319,2569,1,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Bruxelles,Schaerbeek,1030,,,,BUY_REGULAR,370000,2,3,1,0,1,,,,HYPER_EQUIPPED,AS_NEW,110,,,1,0,0,1,0,0,0,0,0
HOUSE,MIXED_USE_BUILDING,Wallonie,La Louviere,7100,ALEX INVEST IMMOBILIER SPRL,info@alexinvest.be,+32 64 70 01 45,BUY_REGULAR,195000,2,2,1,0,2,,,,SEMI_EQUIPPED,GOOD,253,,190,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Anvers,2000,Makelaarskantoor De Meester,demeester@importfrommedia.be,+32 3 227 06 36,BUY_REGULAR,995000,2,2,2,0,2,3,,,USA_INSTALLED,GOOD,249,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Malines,2800,Walbers Immo,walberswillebroek@omniwebsites.be,+32 3 886 32 85,BUY_REGULAR,239000,2,2,1,0,1,,,,INSTALLED,GOOD,74,,,0,0,0,0,1,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Jambes,5100,Immobilière Color,secretariat@color-immo.be,+32 84 41 26 69,BUY_REGULAR,125000,,1,,1,1,,,,INSTALLED,,54,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Oostende,8400,Immo Francois,contact@immofrancois.be,+32 59 46 46 46,BUY_REGULAR,399000,,2,2,0,1,3,,,,GOOD,135,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Oostende,8400,Bricx,info@bricx.be,+32 50 81 67 67,BUY_REGULAR,115000,,0,1,0,1,2,,,,TO_BE_DONE_UP,33,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Nieuwpoort,8620,Portus bvba,info@portus.be,+32 58 62 50 50,BUY_REGULAR,279000,,1,1,1,1,,,,INSTALLED,GOOD,68,,,0,0,0,0,0,0,0,0,0
HOUSE,MANSION,Wallonie,Liège,4000,Immobilière VANESSE : Oupeye (Vivegnis) - Visé,mobilierevanesse_482@importfrommedia.be,+32 4 240 15 20,BUY_REGULAR,289000,2,3,2,1,3,,,,INSTALLED,GOOD,195,51,160,1,0,1,0,0,0,1,1,0
APARTMENT,APARTMENT,Wallonie,Wavre,1300,Aryes Properties s.p.r.l,aryesproperties2_wavre@importfrommedia.be ,+32 10 87 20 00,BUY_REGULAR,289000,,1,,0,,,,1,,AS_NEW,82,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Denderleeuw,9472,Topo-Immo bv,storage6453_600@importfrommedia.be,+32 54 33 39 33,BUY_REGULAR,235000,2,2,1,0,,,,,USA_INSTALLED,GOOD,90,,110,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Gand,9000,Cannoodt,info@cannoodt.be,+32 9 228 99 89,BUY_REGULAR,275000,,2,1,0,2,,,,INSTALLED,GOOD,,,0,1,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Etterbeek,1040,ABITA IMMO,immoabita_woluwe_st_lambert@importfrommedia.be,+32 2 726 89 75,BUY_REGULAR,365000,3,2,1,1,1,,,,HYPER_EQUIPPED,JUST_RENOVATED,90,,,0,0,0,0,0,0,1,0,0
APARTMENT,PENTHOUSE,Wallonie,Liege,4000,Nigel Immo,nigelimmo_oupeye_136@importfrommedia.be,+32 4 264 38 04,BUY_REGULAR,230000,2,1,1,1,1,,,,INSTALLED,AS_NEW,79,,,1,0,0,1,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Houyet Hour,5563,Bureau Godin – Liège,bureau-godin_grivegnee@importfrommedia.be,+32 4 222 90 09,BUY_REGULAR,287000,4,6,1,1,3,,3,,INSTALLED,GOOD,278,1000,1416,0,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Wallonie,Amay,4540,Immobilière Bertrand Huy,xavierbertrand1@omniwebsites.be,+32 85 30 10 03,BUY_REGULAR,139000,3,2,1,0,1,,,,INSTALLED,GOOD,119,,,1,0,0,0,1,0,0,0,0
